Player,Age,Team,Pos,MIN,MPG,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Mitchell Robinson,26.6,NYK,Big,288,17.0,91,66.1%,100,95%,0,5%,0,0%,0,5%,0,0%,0,0%,0,0%
Orlando Robinson,24.3,TOR,Big,668,19.7,14,49.6%,53,47%,87,35%,35,1%,77,36%,35,2%,48,14%,42,16%
Jeremiah Robinson-Earl,24.0,NOP,Big,1134,18.0,24,51.6%,32,37%,19,14%,66,4%,23,18%,95,25%,60,20%,79,45%
David Roddy,23.6,ATL,Forward,302,13.2,88,60.7%,56,34%,68,23%,0,0%,44,23%,54,15%,60,28%,49,43%
Ryan Rollins,22.3,MIL,Point,751,15.0,91,58.3%,70,29%,38,21%,62,8%,38,29%,96,20%,19,22%,51,42%
Terry Rozier,30.6,MIA,Point,1630,25.5,23,46.4%,62,25%,42,22%,47,7%,34,29%,98,21%,30,25%,64,46%
Rayan Rupert,20.4,POR,Combo,325,9.9,38,49.5%,82,33%,55,25%,8,2%,30,27%,86,18%,16,22%,33,40%
D'Angelo Russell,28.7,LAL,Point,755,26.0,47,50.8%,32,20%,40,21%,60,8%,40,29%,34,5%,83,46%,75,51%
D'Angelo Russell,28.7,BKN,Point,716,24.7,21,46.1%,9,11%,64,28%,49,7%,60,35%,25,5%,87,49%,77,54%
Domantas Sabonis,28.5,SAC,Big,2427,34.7,84,62.6%,68,57%,47,21%,77,6%,58,27%,26,1%,50,15%,41,16%
Tidjane Salaun,19.2,CHA,Big,1181,19.7,3,41.7%,15,28%,26,16%,49,2%,25,18%,72,12%,94,42%,90,54%
Gui Santos,22.4,GSW,Wing,647,13.8,71,56.7%,73,36%,24,12%,16,1%,16,13%,71,21%,48,30%,59,51%
Dario Saric,30.6,DEN,Big,198,13.2,2,40.4%,43,42%,21,14%,73,5%,32,19%,57,7%,82,32%,72,39%
Alexandre Sarr,19.5,WAS,Big,1809,27.0,5,45.8%,14,28%,79,29%,72,5%,73,34%,52,6%,83,32%,72,38%
Marcus Sasser,24.1,DET,Point,724,14.2,70,54.4%,38,21%,47,24%,64,8%,47,32%,42,6%,72,41%,68,47%
Baylor Scheierman,24.1,BOS,Forward,309,14.1,37,52.5%,4,12%,11,7%,51,4%,11,11%,88,28%,98,49%,93,77%
Dennis Schroder,31.1,BKN,Combo,772,33.6,69,54.5%,64,27%,37,20%,61,9%,40,30%,13,5%,63,39%,45,44%
Dennis Schroder,31.1,GSW,Combo,629,26.2,16,45.9%,5,9%,75,28%,95,19%,95,48%,9,4%,64,39%,41,43%
Dennis Schroder,31.1,DET,Point,695,24.8,13,44.9%,57,24%,53,26%,79,12%,66,38%,23,4%,47,34%,36,38%
Alperen Sengun,22.3,HOU,Big,2391,31.5,19,50.7%,51,46%,92,40%,82,7%,92,47%,21,0%,39,6%,31,7%
Brice Sensabaugh,21.0,UTA,Wing,1393,19.9,86,58.7%,13,12%,76,23%,61,6%,71,28%,68,20%,74,39%,73,60%
Collin Sexton,25.8,UTA,Wing,1754,27.8,54,54.4%,42,23%,100,39%,80,10%,98,49%,9,6%,23,21%,6,28%
Landry Shamet,27.6,NYK,Wing,703,14.3,80,57.9%,25,18%,21,12%,59,5%,29,17%,89,27%,71,38%,83,66%
Terrence Shannon Jr.,24.3,MIN,Wing,267,13.4,57,54.7%,93,46%,84,25%,44,4%,73,29%,61,18%,1,7%,3,25%
Day'Ron Sharpe,23.0,BKN,Big,868,17.4,35,54.4%,75,63%,46,21%,62,4%,47,24%,43,4%,41,8%,38,13%
Shaedon Sharpe,21.4,POR,Combo,2258,31.4,48,51.9%,76,30%,13,16%,86,15%,45,31%,37,7%,48,32%,32,39%
Jamal Shead,22.3,TOR,Point,1379,18.4,32,49.6%,58,24%,68,30%,19,4%,57,34%,55,7%,51,35%,47,42%
Ben Sheppard,23.3,IND,Wing,1175,18.7,43,52.6%,36,21%,9,7%,23,2%,8,9%,100,42%,37,28%,89,70%
Reed Sheppard,20.4,HOU,Combo,543,11.8,17,46.1%,7,11%,31,19%,77,11%,44,31%,52,11%,91,48%,89,59%
Pascal Siakam,30.6,IND,Big,2547,32.7,51,57.2%,25,32%,80,31%,92,13%,84,43%,59,8%,56,17%,52,25%
Ben Simmons,28.3,BKN,Point,820,24.9,81,55.4%,100,52%,96,48%,0,0%,89,48%,0,0%,0,0%,0,0%
Ben Simmons,28.3,LAC,Point,289,16.1,9,43.4%,98,50%,98,50%,0,0%,96,50%,0,0%,0,0%,0,0%
Anfernee Simons,25.4,POR,Combo,2291,32.7,57,52.9%,36,19%,47,22%,63,10%,51,32%,20,5%,86,44%,70,50%
K.J. Simpson,22.2,CHA,Point,804,23.0,6,39.9%,51,23%,79,32%,28,5%,62,37%,40,6%,49,35%,42,40%
Jericho Sims,26.0,NYK,Big,354,10.1,58,57.9%,99,88%,13,12%,0,0%,8,12%,0,0%,0,0%,0,0%
Jericho Sims,26.0,MIL,Big,203,14.5,88,64.6%,93,80%,29,16%,64,4%,33,20%,0,0%,0,0%,0,0%
Marcus Smart,30.7,MEM,Combo,397,20.9,18,46.6%,18,14%,63,26%,13,3%,39,29%,83,18%,68,40%,86,57%
Marcus Smart,30.7,WAS,Combo,280,18.7,63,53.7%,11,12%,94,38%,38,6%,86,44%,63,12%,47,31%,44,43%
Dru Smith,26.8,MIA,Combo,248,19.1,100,65.2%,60,26%,61,26%,0,0%,26,26%,89,19%,38,29%,67,48%
Jalen Smith,24.6,CHI,Big,919,14.4,44,55.9%,35,40%,5,8%,52,2%,7,10%,63,9%,93,41%,87,50%
Jabari Smith Jr.,21.5,HOU,Big,1711,30.0,28,52.4%,9,26%,35,18%,88,10%,61,28%,67,11%,85,35%,80,46%
Nick Smith Jr.,20.5,CHA,Combo,1300,23.2,24,47.7%,3,9%,76,29%,66,10%,75,38%,55,11%,79,42%,76,53%
Jeremy Sochan,21.5,SAS,Forward,1365,25.3,68,56.5%,100,65%,26,15%,32,2%,26,17%,18,8%,11,10%,5,18%
Cam Spencer,24.6,MEM,Wing,207,10.9,15,48.6%,12,12%,56,17%,60,5%,53,23%,16,8%,96,57%,82,65%
Pat Spencer,28.3,GSW,Combo,143,7.2,23,47.4%,90,37%,98,44%,24,5%,97,49%,3,2%,5,13%,2,14%
Jaden Springer,22.1,UTA,Combo,223,13.2,29,48.1%,62,26%,71,28%,0,0%,32,28%,93,21%,25,25%,56,46%
Lamar Stevens,27.3,MEM,Forward,144,9.6,39,52.7%,63,37%,70,23%,21,2%,60,25%,61,17%,37,22%,44,38%
Isaiah Stewart,23.4,DET,Big,1425,19.8,63,58.7%,73,61%,52,22%,34,1%,42,23%,38,3%,47,13%,41,16%
Julian Strawther,22.5,DEN,Wing,1302,20.7,48,53.4%,38,22%,77,23%,28,3%,64,26%,23,9%,79,43%,61,52%
Max Strus,28.6,CLE,Wing,1267,25.3,91,59.7%,21,17%,6,6%,8,0%,4,6%,85,25%,91,52%,95,77%
Jalen Suggs,23.4,ORL,Point,1001,28.6,40,49.9%,34,20%,45,23%,72,10%,53,34%,60,7%,66,39%,66,47%
Cole Swider,25.5,TOR,Big,149,18.7,15,50.0%,0,9%,2,6%,93,13%,28,19%,99,33%,88,39%,100,72%
Jae'Sean Tate,29.0,HOU,Forward,500,12.5,56,54.8%,74,41%,77,26%,19,1%,70,28%,77,22%,9,9%,26,31%
Jayson Tatum,26.7,BOS,Wing,2622,36.4,53,54.1%,48,27%,41,15%,87,13%,70,27%,0,3%,78,43%,46,46%
Garrett Temple,38.5,TOR,Combo,180,9.5,5,40.8%,80,33%,7,12%,78,12%,15,23%,68,13%,43,31%,49,44%
Dalen Terry,22.3,CHI,Wing,907,12.8,43,52.7%,92,46%,44,15%,18,2%,28,17%,52,17%,18,20%,26,38%
Daniel Theis,32.6,NOP,Big,612,16.1,25,51.6%,52,47%,62,24%,68,4%,60,28%,52,6%,59,19%,53,25%
Cameron Thomas,23.1,BKN,Wing,793,31.7,35,51.7%,34,21%,88,26%,89,14%,92,40%,4,5%,59,33%,28,39%
Amen Thompson,21.8,HOU,Combo,2203,31.9,91,58.2%,100,56%,62,26%,54,7%,60,33%,33,7%,1,4%,1,11%
Ausar Thompson,21.8,DET,Wing,1310,22.2,60,55.3%,100,64%,86,26%,14,1%,68,27%,4,5%,0,3%,0,9%
Klay Thompson,34.7,DAL,Wing,1960,27.2,50,53.6%,4,9%,33,13%,93,16%,73,29%,55,18%,79,44%,74,62%
Tristan Thompson,33.6,CLE,Big,192,10.2,1,38.7%,64,56%,92,42%,56,3%,88,44%,0,0%,0,0%,0,0%
JT Thor,22.2,WAS,Big,192,19.3,1,40.2%,36,40%,56,23%,85,8%,70,31%,83,17%,45,13%,59,29%
Matisse Thybulle,27.7,POR,Wing,312,20.8,88,59.2%,37,22%,84,25%,0,0%,61,25%,90,28%,34,25%,63,53%
Xavier Tillman,25.8,BOS,Big,154,6.7,0,22.1%,2,17%,43,20%,0,0%,33,20%,99,34%,76,29%,96,63%
Drew Timme,24.1,BKN,Big,237,26.4,21,51.1%,34,38%,73,28%,45,2%,68,30%,53,6%,73,27%,66,33%
Obi Toppin,26.7,IND,Forward,1522,19.3,96,63.4%,65,37%,23,14%,12,1%,18,15%,72,20%,56,28%,65,47%
Karl-Anthony Towns,29.0,NYK,Big,2511,34.9,61,58.6%,52,47%,61,24%,70,5%,61,28%,32,2%,66,23%,51,25%
Gary Trent Jr.,25.8,MIL,Wing,1876,25.4,74,57.0%,8,10%,39,14%,86,12%,65,26%,48,16%,83,47%,78,64%
Oscar Tshiebwe,24.9,UTA,Big,253,18.1,68,59.4%,64,56%,96,44%,0,0%,88,44%,0,0%,0,0%,0,0%
Myles Turner,28.6,IND,Big,2173,30.2,57,57.8%,21,29%,41,19%,84,8%,58,27%,55,6%,88,37%,75,44%
Hunter Tyson,24.4,DEN,Wing,307,7.9,6,44.4%,67,33%,29,13%,54,5%,31,17%,46,16%,60,34%,56,50%
Jaylon Tyson,21.9,CLE,Wing,322,10.7,31,51.5%,84,41%,68,20%,34,3%,54,23%,59,18%,11,18%,22,36%
Jonas Valanciunas,32.5,WAS,Big,982,20.1,43,55.6%,39,41%,90,39%,94,13%,99,53%,17,0%,37,6%,29,6%
Jonas Valanciunas,32.5,SAC,Big,531,16.6,42,55.3%,58,49%,88,36%,89,10%,92,47%,27,1%,30,4%,27,4%
Fred VanVleet,30.7,HOU,Point,2122,35.4,28,48.4%,15,14%,13,14%,87,14%,36,29%,47,6%,91,51%,83,57%
Jarred Vanderbilt,25.6,LAL,Big,571,15.9,32,53.4%,79,69%,3,8%,0,0%,2,8%,91,20%,32,4%,50,24%
Devin Vassell,24.2,SAS,Wing,1978,30.9,51,53.6%,28,19%,60,18%,94,16%,86,35%,30,12%,63,35%,49,46%
Gabe Vincent,28.4,LAL,Combo,1489,20.7,72,54.6%,8,11%,1,10%,39,6%,2,16%,100,28%,87,45%,98,73%
Nikola Vucevic,34.0,CHI,Big,2277,31.2,66,59.3%,19,29%,86,35%,81,7%,84,42%,37,2%,75,27%,60,29%
Tristan Vukcevic,21.6,WAS,Big,439,15.7,78,61.0%,17,29%,76,29%,80,7%,75,35%,48,5%,81,31%,68,36%
Dean Wade,27.9,CLE,Forward,1228,20.8,65,56.2%,11,15%,2,3%,18,1%,2,4%,98,34%,93,47%,96,81%
Franz Wagner,23.2,ORL,Wing,2021,33.7,24,50.7%,64,32%,98,34%,67,6%,94,41%,1,3%,31,24%,4,27%
Moritz Wagner,27.5,ORL,Big,555,18.5,80,61.7%,72,61%,15,12%,22,0%,10,12%,62,9%,58,18%,55,27%
Jabari Walker,22.3,POR,Big,617,12.9,62,58.6%,63,55%,25,15%,44,2%,22,17%,78,15%,47,13%,56,28%
Jarace Walker,21.2,IND,Forward,1097,15.5,81,58.2%,32,25%,53,20%,72,6%,67,26%,44,13%,74,36%,68,49%
Lonnie Walker,25.9,PHI,Wing,468,23.4,45,53.2%,36,21%,18,11%,84,11%,48,22%,21,9%,85,48%,69,57%
Cason Wallace,21.0,OKC,Combo,1846,27.2,77,55.3%,85,34%,44,22%,11,3%,21,24%,91,20%,17,22%,39,42%
Keaton Wallace,25.7,ATL,Combo,476,16.4,37,49.3%,14,13%,77,29%,71,11%,78,40%,31,7%,74,41%,64,47%
Jordan Walsh,20.7,BOS,Wing,288,7.8,14,48.2%,34,21%,26,12%,0,0%,14,12%,99,37%,47,30%,84,67%
Ja'Kobe Walter,20.2,TOR,Combo,1045,20.1,30,48.4%,78,32%,24,18%,36,6%,18,24%,77,15%,39,30%,51,44%
Kel'el Ware,20.5,MIA,Big,1388,22.4,64,59.2%,62,53%,54,23%,58,3%,51,25%,45,4%,55,17%,47,22%
PJ Washington,26.2,DAL,Big,1824,32.0,26,52.0%,26,34%,81,31%,58,3%,72,34%,70,12%,64,21%,65,33%
Lindy Waters,27.3,GSW,Wing,580,16.6,14,48.3%,8,10%,25,12%,63,6%,32,18%,82,24%,87,48%,91,72%
Trendon Watford,24.0,BKN,Big,906,21.1,22,51.5%,41,42%,87,35%,38,1%,76,36%,53,6%,52,16%,48,22%
Peyton Watson,22.1,DEN,Wing,1625,23.9,47,53.4%,98,49%,64,19%,36,3%,51,22%,44,16%,7,13%,8,28%
Jaylen Wells,21.2,MEM,Wing,2009,25.4,39,52.2%,31,20%,57,18%,70,7%,61,25%,74,21%,61,34%,66,55%
Victor Wembanyama,20.8,SAS,Big,1522,33.1,47,56.4%,12,27%,24,15%,95,14%,67,29%,40,3%,92,41%,76,44%
Blake Wesley,21.6,SAS,Combo,571,12.7,26,47.8%,99,52%,9,13%,47,7%,9,20%,56,11%,8,17%,14,28%
Russell Westbrook,36.0,DEN,Point,2081,27.7,45,50.7%,94,43%,19,17%,57,8%,19,25%,72,12%,11,20%,23,31%
Coby White,24.7,CHI,Combo,2449,33.1,75,55.1%,75,30%,18,17%,30,5%,13,22%,36,7%,72,41%,66,48%
Derrick White,30.3,BOS,Combo,2562,33.7,90,58.0%,13,12%,11,14%,23,5%,7,19%,67,13%,98,56%,93,69%
Dariq Whitehead,20.3,BKN,Combo,215,13.5,98,61.4%,15,13%,0,8%,17,4%,1,12%,94,21%,95,54%,99,75%
Cam Whitmore,20.3,HOU,Wing,730,16.2,25,50.8%,68,33%,51,17%,69,7%,58,23%,28,10%,58,33%,39,43%
Aaron Wiggins,25.8,OKC,Wing,1653,21.8,86,58.6%,71,35%,53,17%,39,3%,41,20%,44,16%,41,29%,44,45%
Andrew Wiggins,29.7,MIA,Wing,546,32.1,46,53.2%,57,29%,74,22%,84,11%,81,33%,13,7%,50,31%,24,38%
Andrew Wiggins,29.7,GSW,Wing,1295,30.1,41,52.3%,49,27%,90,27%,73,8%,85,35%,10,7%,53,32%,26,38%
Brandon Williams,24.9,DAL,Point,417,16.7,96,59.2%,96,48%,28,20%,34,5%,21,25%,57,7%,9,20%,11,27%
Cody Williams,19.9,UTA,Wing,1041,20.8,2,38.7%,28,18%,93,28%,51,4%,82,33%,91,29%,15,19%,54,49%
Grant Williams,25.9,CHA,Big,478,29.9,40,55.0%,8,25%,32,17%,62,4%,35,20%,73,12%,95,43%,91,55%
Jalen Williams,23.6,OKC,Forward,2232,32.4,42,53.8%,42,29%,84,30%,95,14%,95,45%,2,3%,42,23%,16,26%
Jaylin Williams,22.3,OKC,Big,706,15.0,59,58.1%,4,19%,7,9%,59,3%,9,12%,69,11%,100,57%,99,69%
Kenrich Williams,29.9,OKC,Big,1056,15.3,61,58.5%,23,31%,28,16%,71,5%,36,21%,78,14%,84,34%,86,48%
Mark Williams,22.9,CHA,Big,1163,26.4,76,60.6%,80,70%,75,28%,35,1%,67,29%,16,0%,23,1%,20,1%
Patrick Williams,23.2,CHI,Forward,1565,24.9,18,49.2%,40,27%,33,17%,75,7%,54,24%,35,11%,81,38%,70,49%
Robert Williams,27.0,POR,Big,351,17.6,90,65.6%,92,78%,27,16%,61,4%,31,19%,35,2%,0,0%,23,2%
Ziaire Williams,23.1,BKN,Wing,1533,24.3,28,51.2%,63,32%,19,11%,26,2%,18,14%,83,24%,49,30%,65,54%
Vince Williams Jr.,24.2,MEM,Wing,493,18.3,18,49.4%,33,20%,83,25%,23,2%,67,27%,57,18%,65,36%,62,53%
Zion Williamson,24.3,NOP,Forward,852,28.4,72,57.2%,98,60%,100,37%,5,1%,84,38%,0,0%,0,2%,0,2%
Jalen Wilson,24.0,BKN,Wing,1979,25.1,21,50.3%,52,27%,54,17%,21,2%,36,19%,56,18%,66,36%,64,54%
Isaiah Wong,23.8,CHA,Combo,248,13.1,14,45.7%,71,29%,91,36%,67,10%,91,46%,8,4%,13,21%,9,25%
Delon Wright,32.5,NYK,Point,202,20.2,64,53.3%,92,42%,6,10%,8,2%,2,13%,87,17%,38,29%,62,46%
Delon Wright,32.5,MIL,Combo,358,14.3,1,35.8%,59,26%,21,18%,0,0%,6,18%,69,14%,83,43%,84,57%
Guerschon Yabusele,28.9,PHI,Big,1867,26.7,70,59.8%,45,43%,11,11%,42,2%,12,13%,72,12%,84,33%,76,44%
Trae Young,26.1,ATL,Point,2736,36.0,38,49.7%,26,18%,72,31%,68,9%,75,40%,15,4%,64,39%,55,42%
Ivica Zubac,27.6,LAC,Big,2622,32.8,85,62.9%,67,57%,93,42%,38,1%,85,43%,0,0%,0,0%,0,0%
Tristan daSilva,23.5,ORL,Forward,1528,20.9,23,50.0%,46,30%,46,19%,58,5%,47,23%,67,19%,53,27%,60,47%
