Player,Age,Team,Pos,MIN,MPG,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Amen Thompson,22.8,HOU,Combo,2071,37.0,54,52.6%,88,71%,46,41%,20,30%,33,38%,3,19%,2,21%,2,20%
Ausar Thompson,22.8,DET,Wing,1399,25.9,39,52.3%,43,65%,34,38%,49,37%,34,38%,0,27%,0,14%,4,22%
Ethan Thompson,26.5,IND,Combo,346,16.5,16,47.5%,89,71%,25,35%,12,25%,17,32%,24,32%,32,32%,27,32%
Klay Thompson,35.7,DAL,Wing,1167,22.0,39,52.3%,8,51%,76,49%,35,31%,30,37%,45,38%,76,38%,67,38%
Nae'Qwan Tomlin,24.9,CLE,Forward,736,16.0,35,50.2%,59,67%,33,36%,0,,39,36%,7,22%,2,22%,2,22%
Karl-Anthony Towns,30.0,NYK,Big,1751,31.3,29,53.4%,18,60%,31,40%,45,24%,28,37%,0,46%,62,36%,61,37%
Nolan Traore,19.4,BKN,Point,779,21.6,19,45.9%,17,46%,60,46%,6,11%,48,43%,71,44%,20,28%,37,32%
Gary Trent Jr.,26.8,MIL,Wing,1097,22.9,41,52.3%,14,56%,53,42%,67,45%,64,43%,83,47%,32,32%,53,37%
Myles Turner,29.6,MIL,Big,1519,28.1,48,56.3%,40,66%,37,41%,70,44%,42,42%,81,46%,70,38%,79,39%
Hunter Tyson,25.4,DEN,Big,114,10.4,1,33.3%,11,57%,9,25%,94,100%,35,40%,0,0%,6,24%,0,17%
Jaylon Tyson,22.9,CLE,Wing,1512,27.0,88,60.7%,31,62%,64,44%,21,14%,61,43%,82,47%,98,46%,99,46%
Jonas Valanciunas,33.5,DEN,Big,664,13.9,57,58.0%,29,64%,91,58%,65,38%,89,55%,0,100%,17,28%,27,32%
Jarred Vanderbilt,26.6,LAL,Big,869,17.7,39,54.6%,23,62%,45,43%,18,0%,35,40%,25,33%,0,0%,33,32%
Devin Vassell,25.2,SAS,Wing,1405,30.6,60,54.6%,26,60%,56,43%,85,53%,79,48%,56,40%,75,38%,72,38%
Gabe Vincent,29.4,LAL,Combo,552,19.0,31,50.0%,10,50%,2,19%,19,29%,4,22%,71,43%,54,35%,76,38%
Nikola Vucevic,35.0,BOS,Big,194,24.3,33,53.8%,42,67%,54,45%,18,0%,53,44%,0,60%,33,32%,63,38%
Nikola Vucevic,35.0,CHI,Big,1479,30.8,51,56.8%,38,66%,84,53%,76,48%,84,52%,0,20%,83,40%,67,38%
Tristan Vukcevic,22.6,WAS,Big,390,13.5,23,52.7%,66,71%,89,57%,53,32%,73,49%,0,33%,24,29%,20,29%
Dean Wade,28.9,CLE,Forward,1085,22.6,78,56.0%,33,60%,96,56%,92,75%,98,62%,62,39%,66,34%,69,36%
Franz Wagner,24.2,ORL,Wing,890,31.8,46,52.9%,42,64%,51,41%,46,36%,48,41%,73,44%,54,35%,54,37%
Moritz Wagner,28.5,ORL,Big,220,12.3,50,56.6%,65,71%,21,30%,0,,18,30%,0,33%,84,40%,69,38%
Jabari Walker,23.3,PHI,Forward,557,12.1,12,46.8%,20,56%,6,17%,49,33%,4,22%,24,26%,23,29%,12,27%
Jarace Walker,22.2,IND,Forward,1416,24.0,29,48.9%,22,56%,35,37%,43,31%,37,35%,76,43%,68,35%,65,36%
Cason Wallace,22.0,OKC,Combo,1559,26.9,52,52.2%,51,63%,11,30%,49,40%,18,32%,42,38%,47,34%,52,35%
Keaton Wallace,26.7,ATL,Point,395,11.3,83,55.6%,40,60%,29,40%,33,38%,25,39%,0,57%,89,40%,92,42%
Jordan Walsh,21.7,BOS,Wing,875,17.2,86,60.3%,84,74%,18,32%,37,33%,17,32%,66,42%,48,35%,65,38%
Ja'Kobe Walter,21.2,TOR,Wing,884,18.0,64,55.3%,26,61%,59,43%,26,25%,49,41%,80,46%,24,30%,58,37%
Kel'el Ware,21.5,MIA,Big,1209,21.6,64,59.4%,52,68%,16,29%,40,20%,12,28%,63,40%,90,41%,87,41%
PJ Washington,27.2,DAL,Big,1299,30.9,10,50.0%,23,62%,51,44%,63,38%,49,44%,33,35%,18,28%,25,31%
Lindy Waters,28.3,SAS,Wing,156,6.8,20,50.0%,5,50%,77,50%,94,100%,98,75%,0,50%,5,23%,24,32%
Trendon Watford,25.0,PHI,Big,534,16.2,40,54.9%,21,61%,82,52%,40,20%,72,49%,0,17%,80,39%,44,34%
Jamir Watkins,24.3,WAS,Wing,496,17.1,18,49.2%,88,75%,12,29%,91,67%,18,33%,30,34%,5,19%,9,26%
Peyton Watson,23.1,DEN,Wing,1489,30.4,72,56.8%,48,66%,41,40%,76,50%,58,42%,91,51%,55,35%,87,42%
Jaylen Wells,22.2,MEM,Wing,1505,26.4,27,50.8%,16,58%,71,46%,65,44%,69,45%,39,37%,38,33%,40,34%
Victor Wembanyama,21.8,SAS,Big,1306,29.0,43,55.5%,78,74%,41,42%,67,41%,40,41%,60,40%,48,34%,47,35%
Blake Wesley,22.6,POR,Combo,193,13.8,53,52.3%,98,76%,0,0%,11,22%,1,13%,0,17%,74,38%,24,32%
Russell Westbrook,37.0,SAC,Combo,1615,28.9,40,50.8%,60,65%,64,46%,31,34%,47,42%,44,38%,31,32%,42,34%
Coby White,25.7,CHI,Combo,841,29.0,61,53.1%,41,61%,71,48%,24,30%,45,42%,84,48%,41,33%,49,35%
Derrick White,31.3,BOS,Combo,1953,34.3,20,48.7%,78,69%,45,40%,75,46%,46,42%,47,39%,30,32%,31,33%
Cam Whitmore,21.3,WAS,Forward,346,16.5,43,51.2%,78,70%,18,30%,22,11%,14,26%,0,0%,39,32%,18,30%
Aaron Wiggins,26.8,OKC,Wing,1021,22.2,44,52.7%,13,56%,41,40%,76,50%,46,41%,28,34%,78,39%,59,37%
Andrew Wiggins,30.7,MIA,Wing,1681,31.1,64,55.2%,46,65%,47,40%,58,41%,46,41%,75,45%,80,39%,84,40%
Brandon Williams,25.9,DAL,Point,1118,21.9,40,50.7%,60,64%,52,45%,90,51%,65,46%,7,21%,9,25%,4,24%
Cody Williams,20.9,UTA,Wing,851,20.3,30,51.1%,66,68%,59,43%,26,25%,57,42%,10,27%,0,8%,5,23%
Grant Williams,26.9,CHA,Big,361,20.1,31,53.5%,14,58%,86,53%,78,50%,86,53%,91,48%,15,27%,53,35%
Jalen Williams,24.6,OKC,Forward,754,29.0,39,50.8%,65,67%,57,40%,71,41%,59,40%,0,30%,41,32%,27,32%
Jaylin Williams,23.3,OKC,Big,836,18.2,26,53.0%,16,59%,59,46%,91,71%,82,51%,16,29%,65,36%,48,35%
Kenrich Williams,30.9,OKC,Big,570,14.3,67,60.0%,33,66%,40,42%,78,50%,57,45%,79,44%,88,41%,88,42%
Mark Williams,23.9,PHX,Big,1298,23.6,80,63.7%,64,71%,68,49%,35,17%,64,47%,0,100%,0,,0,100%
Patrick Williams,24.2,CHI,Big,1049,19.1,17,50.9%,6,51%,13,29%,78,50%,21,32%,70,42%,71,38%,76,39%
Robert Williams,28.0,POR,Big,665,16.2,96,76.4%,98,83%,96,63%,78,50%,94,60%,0,40%,0,33%,78,39%
Ziaire Williams,24.1,BKN,Wing,900,22.0,33,51.5%,78,72%,36,38%,11,0%,23,34%,11,27%,45,34%,23,32%
Vince Williams Jr.,25.2,MEM,Combo,732,21.5,8,45.2%,2,41%,59,45%,28,33%,52,43%,26,33%,21,31%,20,31%
Zion Williamson,25.3,NOP,Big,1316,29.9,59,58.6%,50,68%,30,39%,18,0%,32,38%,0,,0,25%,0,25%
Jalen Wilson,25.0,BKN,Forward,469,14.7,18,47.9%,2,43%,22,32%,10,0%,18,30%,88,44%,43,32%,67,36%
Danny Wolf,21.5,BKN,Forward,838,18.6,20,47.9%,18,55%,29,33%,41,29%,27,33%,55,39%,27,30%,31,32%
Guerschon Yabusele,29.9,CHI,Big,220,24.5,18,51.4%,1,46%,18,30%,78,50%,22,33%,0,45%,63,36%,74,39%
Guerschon Yabusele,29.9,NYK,Big,313,8.3,10,50.0%,9,55%,33,40%,94,100%,92,57%,56,39%,10,24%,27,32%
Trae Young,27.1,ATL,Point,280,28.0,27,48.5%,40,60%,75,48%,40,39%,60,45%,0,43%,29,30%,31,32%
Ivica Zubac,28.6,LAC,Big,1327,30.9,72,61.4%,69,71%,67,49%,78,50%,70,49%,0,,0,,0,
Tristan daSilva,24.5,ORL,Wing,1186,22.4,43,52.6%,19,59%,66,45%,22,15%,38,39%,72,44%,46,34%,66,38%
